fma_track_id,licence
4024,Attribution-NonCommercial-ShareAlike 3.0 International
4037,Attribution
4041,Attribution-NonCommercial-ShareAlike 3.0 International
4113,Attribution-NonCommercial-ShareAlike 3.0 International
4158,Attribution-NonCommercial-ShareAlike 3.0 International
4165,Attribution-NonCommercial-ShareAlike 3.0 International
4169,Attribution-NonCommercial-ShareAlike 3.0 International
4173,Attribution-NonCommercial-ShareAlike 3.0 International
4175,Attribution-NonCommercial-ShareAlike 3.0 International
4178,Attribution-NonCommercial-ShareAlike 3.0 International
4179,Attribution-NonCommercial-ShareAlike 3.0 International
4181,Attribution-NonCommercial-ShareAlike 3.0 International
4183,Attribution-NonCommercial-ShareAlike 3.0 International
4186,Attribution-NonCommercial-ShareAlike 3.0 International
4212,Attribution-NonCommercial-ShareAlike 3.0 International
4213,Attribution-NonCommercial-ShareAlike 3.0 International
4215,Attribution-NonCommercial-ShareAlike 3.0 International
4219,Attribution-NonCommercial-ShareAlike 3.0 International
4224,Attribution-NonCommercial-ShareAlike 3.0 International
4268,Attribution-NonCommercial-ShareAlike 3.0 International
4271,Attribution-NonCommercial-ShareAlike 3.0 International
4298,Attribution-NonCommercial-ShareAlike 3.0 International
4301,Attribution-NonCommercial-ShareAlike 3.0 International
4305,Attribution-NonCommercial-ShareAlike 3.0 International
4306,Attribution-NonCommercial-ShareAlike 3.0 International
4311,Attribution-NonCommercial-ShareAlike 3.0 International
4331,Attribution-NonCommercial-ShareAlike 3.0 International
4334,Attribution-NonCommercial-ShareAlike 3.0 International
4346,Attribution-NonCommercial-ShareAlike 3.0 International
4378,Attribution
4391,Attribution-NonCommercial-ShareAlike 3.0 International
4402,Attribution-NonCommercial-ShareAlike 3.0 International
4406,Attribution-NonCommercial-ShareAlike 3.0 International
4413,Attribution-NonCommercial-ShareAlike 3.0 International
4414,Attribution-NonCommercial-ShareAlike 3.0 International
4417,Attribution-NonCommercial-ShareAlike 3.0 International
4419,Attribution-NonCommercial-ShareAlike 3.0 International
4426,Attribution-NonCommercial-ShareAlike 3.0 International
4429,Attribution-NonCommercial-ShareAlike 3.0 International
4466,Attribution-Noncommercial-Share Alike 3.0 United States
4490,Attribution-NonCommercial-ShareAlike 3.0 International
4723,
4745,Attribution-NonCommercial-ShareAlike 3.0 International
4768,Attribution-NonCommercial-ShareAlike 3.0 International
4780,Attribution-NonCommercial-ShareAlike 3.0 International
4781,Attribution-NonCommercial-ShareAlike 3.0 International
4786,Attribution-NonCommercial-ShareAlike 3.0 International
4787,Attribution-NonCommercial-ShareAlike 3.0 International
4788,Attribution-NonCommercial-ShareAlike 3.0 International
4796,Attribution-NonCommercial-ShareAlike 3.0 International
4830,Attribution-Noncommercial-Share Alike 3.0 United States
4831,Attribution-Noncommercial-Share Alike 3.0 United States
4999,Attribution-Noncommercial-Share Alike 3.0 United States
5016,Attribution-Noncommercial 3.0 United States
5050,Attribution-Noncommercial-Share Alike 3.0 United States
5065,Attribution-Noncommercial-Share Alike 3.0 United States
5091,Attribution-Noncommercial-Share Alike 3.0 United States
5130,Attribution-Noncommercial-Share Alike 3.0 United States
5152,Attribution
5176,Attribution-Noncommercial-Share Alike 3.0 United States
5189,Attribution-Noncommercial-Share Alike 3.0 United States
5193,Attribution-Noncommercial-Share Alike 3.0 United States
5239,Attribution-Noncommercial-Share Alike 3.0 United States
5274,Attribution-NonCommercial-ShareAlike 3.0 International
5289,Attribution
5474,Attribution-NonCommercial 3.0 International
5566,Attribution-NonCommercial 3.0 International
5573,Attribution-NonCommercial 3.0 International
5866,Attribution-Noncommercial-Share Alike 3.0 United States
5986,Attribution-Noncommercial-Share Alike 3.0 United States
5988,Attribution-Noncommercial-Share Alike 3.0 United States
6405,Attribution-Noncommercial-Share Alike 3.0 United States
6460,Attribution-Noncommercial-Share Alike 3.0 United States
6464,Attribution-Noncommercial-Share Alike 3.0 United States
6528,Attribution-Noncommercial-Share Alike 3.0 United States
6529,Attribution-Noncommercial-Share Alike 3.0 United States
6536,Attribution-Noncommercial-Share Alike 3.0 United States
6565,Attribution-Noncommercial-Share Alike 3.0 United States
6574,Attribution-Noncommercial-Share Alike 3.0 United States
6595,Attribution-Noncommercial-Share Alike 3.0 United States
6599,Attribution-Noncommercial-Share Alike 3.0 United States
6604,Attribution-Noncommercial-Share Alike 3.0 United States
6840,Attribution-Noncommercial-Share Alike 3.0 United States
6854,Attribution
7069,Attribution-Noncommercial-Share Alike 3.0 United States
7495,Attribution-Noncommercial-Share Alike 3.0 United States
7499,Attribution-Noncommercial-Share Alike 3.0 United States
7526,Attribution-NonCommercial
7827,Attribution-Noncommercial-Share Alike 3.0 United States
7828,Attribution-Noncommercial-Share Alike 3.0 United States
7829,Attribution-Noncommercial-Share Alike 3.0 United States
7843,Attribution-Noncommercial-Share Alike 3.0 United States
7851,Attribution-Noncommercial-Share Alike 3.0 United States
7852,Attribution-Noncommercial-Share Alike 3.0 United States
7892,Attribution-Noncommercial-Share Alike 3.0 United States
7895,Attribution-Noncommercial-Share Alike 3.0 United States
7901,Attribution-Noncommercial-Share Alike 3.0 United States
7932,Attribution-NonCommercial 3.0 International
7934,Attribution-NonCommercial 3.0 International
7938,Attribution-NonCommercial 3.0 International
7950,Attribution-NonCommercial 3.0 International
8081,Attribution-Noncommercial-Share Alike 3.0 United States
8179,Attribution-Noncommercial-Share Alike 3.0 United States
8187,Attribution-Noncommercial-Share Alike 3.0 United States
8193,Attribution-Noncommercial-Share Alike 3.0 United States
8204,Attribution-Noncommercial-Share Alike 3.0 United States
8451,Attribution-Noncommercial-Share Alike 3.0 United States
8492,Attribution-Noncommercial-Share Alike 3.0 United States
8494,Attribution-Noncommercial-Share Alike 3.0 United States
8579,Attribution-Noncommercial-Share Alike 3.0 United States
8634,Attribution 3.0 United States
8647,Attribution 3.0 United States
8688,Attribution 3.0 United States
8923,Attribution-Noncommercial-Share Alike 3.0 United States
8924,Attribution-Noncommercial-Share Alike 3.0 United States
8944,Attribution-Noncommercial-Share Alike 3.0 United States
8985,Attribution-Noncommercial-Share Alike 3.0 United States
8992,Attribution-Noncommercial-Share Alike 3.0 United States
9486,Attribution-Noncommercial-Share Alike 3.0 United States
9510,Attribution-Noncommercial-Share Alike 3.0 United States
9511,Attribution-Noncommercial-Share Alike 3.0 United States
9520,Attribution-Noncommercial-Share Alike 3.0 United States
9536,Attribution-Noncommercial-Share Alike 3.0 United States
9557,Attribution-Noncommercial-Share Alike 3.0 United States
9656,Attribution-Noncommercial-Share Alike 3.0 United States
9666,Attribution-Noncommercial-Share Alike 3.0 United States
9793,Attribution-Noncommercial 3.0 United States
9806,Attribution-Noncommercial-Share Alike 3.0 United States
9807,Attribution-Noncommercial-Share Alike 3.0 United States
9809,Attribution-Noncommercial-Share Alike 3.0 United States
9853,Attribution-Noncommercial-Share Alike 3.0 United States
9857,Attribution-Noncommercial-Share Alike 3.0 United States
9928,Attribution-Noncommercial-Share Alike 3.0 United States
9933,Attribution-Noncommercial-Share Alike 3.0 United States
9965,Attribution-Noncommercial-Share Alike 3.0 United States
9969,Attribution-Noncommercial-Share Alike 3.0 United States
9975,Attribution-Noncommercial-Share Alike 3.0 United States
9976,Attribution-Noncommercial-Share Alike 3.0 United States
9988,Attribution-Noncommercial-Share Alike 3.0 United States
9993,Attribution-Noncommercial-Share Alike 3.0 United States
10184,Attribution-NonCommercial-ShareAlike 3.0 International
10213,Attribution-NonCommercial-ShareAlike 3.0 International
10383,Attribution-Noncommercial-Share Alike 3.0 United States
10388,Attribution-Noncommercial-Share Alike 3.0 United States
10441,Attribution-Noncommercial-Share Alike 3.0 United States
10494,Attribution-Noncommercial-Share Alike 3.0 United States
10495,Attribution-Noncommercial-Share Alike 3.0 United States
10580,Attribution-Noncommercial-Share Alike 3.0 United States
10602,Attribution-Noncommercial-Share Alike 3.0 United States
10677,Attribution-Noncommercial-Share Alike 3.0 United States
10730,Attribution-Noncommercial-Share Alike 3.0 United States
10842,Attribution-Noncommercial-Share Alike 3.0 United States
10970,Attribution-Noncommercial-Share Alike 3.0 United States
10971,Attribution-Noncommercial-Share Alike 3.0 United States
11077,Attribution-Noncommercial-Share Alike 3.0 United States
11089,Attribution-Noncommercial-Share Alike 3.0 United States
11100,Attribution-Noncommercial-Share Alike 3.0 United States
11104,Attribution-Noncommercial-Share Alike 3.0 United States
11199,Attribution-NonCommercial-ShareAlike 3.0 International
11270,Sampling Plus
11303,Attribution-Noncommercial-Share Alike 3.0 United States
11411,Attribution-Noncommercial-Share Alike 3.0 United States
11442,Attribution-NonCommercial-ShareAlike 3.0 International
11506,Attribution-Noncommercial-Share Alike 3.0 United States
11523,Attribution-Noncommercial-Share Alike 3.0 United States
11527,Attribution-Noncommercial-Share Alike 3.0 United States
11541,Attribution-Noncommercial-Share Alike 3.0 United States
11566,Attribution-NonCommercial-ShareAlike 3.0 International
11593,Attribution-Noncommercial-Share Alike 3.0 United States
11595,Attribution-Noncommercial-Share Alike 3.0 United States
11664,Attribution-Noncommercial-Share Alike 3.0 United States
11717,Attribution-Noncommercial-Share Alike 3.0 United States
11764,Attribution-NonCommercial 3.0 International
11819,Attribution-Noncommercial-Share Alike 3.0 United States
11864,Attribution-Noncommercial-Share Alike 3.0 United States
11874,Attribution-Noncommercial-Share Alike 3.0 United States
11886,Attribution-Noncommercial-Share Alike 3.0 United States
11914,Attribution-Noncommercial-Share Alike 3.0 United States
11938,Attribution-Noncommercial-Share Alike 3.0 Germany
12050,Attribution-Noncommercial-Share Alike 3.0 United States
12062,Attribution-Noncommercial-Share Alike 3.0 United States
12064,Attribution-Noncommercial-Share Alike 3.0 United States
12094,Attribution-NonCommercial-ShareAlike 3.0 International
12147,Attribution-Noncommercial-Share Alike 3.0 United States
12172,Attribution-Noncommercial-Share Alike 3.0 Germany
12179,Attribution-ShareAlike 3.0 International
12240,Attribution-ShareAlike 3.0 International
12259,Attribution-ShareAlike 3.0 International
12264,Attribution-ShareAlike 3.0 International
12339,ideology.de
12353,Attribution-NonCommercial 2.5
12401,Attribution-Noncommercial-Share Alike 3.0 United States
12406,Attribution-Noncommercial-Share Alike 3.0 United States
12419,Attribution-Noncommercial-Share Alike 3.0 United States
12425,Attribution-Noncommercial-Share Alike 3.0 United States
12484,Attribution-Noncommercial-Share Alike 3.0 United States
12490,Attribution-Noncommercial-Share Alike 3.0 United States
12521,Attribution-NonCommercial-ShareAlike 3.0 International
12548,Attribution-NonCommercial-ShareAlike 3.0 International
12752,Attribution-Noncommercial-Share Alike 3.0 United States
12950,Attribution-NonCommercial-ShareAlike 3.0 International
12956,Attribution-NonCommercial-ShareAlike 3.0 International
13191,Attribution-NonCommercial-ShareAlike 3.0 International
13207,Attribution-NonCommercial-ShareAlike 3.0 International
13325,Attribution-NonCommercial-ShareAlike 3.0 International
13445,Attribution-Noncommercial-Share Alike 3.0 United States
13446,Attribution-Noncommercial-Share Alike 3.0 United States
13495,Attribution-Noncommercial-Share Alike 3.0 United States
13543,Attribution-Noncommercial-Share Alike 3.0 United States
13670,Attribution-NonCommercial-ShareAlike 3.0 International
13776,Attribution-Noncommercial-Share Alike 3.0 United States
13780,Attribution-Noncommercial-Share Alike 3.0 United States
13804,Attribution-Noncommercial-Share Alike 3.0 United States
14044,Attribution 3.0 International
14199,Attribution-Noncommercial-Share Alike 3.0 United States
14200,Attribution-Noncommercial-Share Alike 3.0 United States
14204,Attribution-Noncommercial-Share Alike 3.0 United States
14406,Attribution-Noncommercial-Share Alike 3.0 United States
14412,Attribution-Noncommercial-Share Alike 3.0 United States
14664,Attribution-Noncommercial-Share Alike 3.0 United States
14734,Attribution-Noncommercial-Share Alike 3.0 United States
14743,Attribution-Noncommercial-Share Alike 3.0 United States
14809,Attribution-Noncommercial-Share Alike 3.0 United States
14813,Attribution-Noncommercial-Share Alike 3.0 United States
14815,Attribution-Noncommercial-Share Alike 3.0 United States
15090,Attribution-NonCommercial-ShareAlike 3.0 International
15092,Attribution-NonCommercial-ShareAlike 3.0 International
15156,Attribution-Noncommercial-Share Alike 3.0 United States
15359,Attribution-Noncommercial-Share Alike 3.0 United States
15365,Attribution-Noncommercial-Share Alike 3.0 United States
15366,Attribution-Noncommercial-Share Alike 3.0 United States
15367,Attribution-Noncommercial-Share Alike 3.0 United States
15514,Attribution-NonCommercial-ShareAlike 3.0 International
15520,Attribution-NonCommercial-ShareAlike 3.0 International
15669,Attribution-Noncommercial-Share Alike 3.0 United States
15757,Attribution-Noncommercial-Share Alike 3.0 United States
15762,Attribution-Noncommercial-Share Alike 3.0 United States
15864,Attribution-Noncommercial-Share Alike 3.0 United States
15870,Attribution-Noncommercial-Share Alike 3.0 United States
15948,Attribution-Noncommercial-Share Alike 3.0 United States
15950,Attribution-Noncommercial-Share Alike 3.0 United States
15953,Attribution-NonCommercial-ShareAlike 3.0 International
16221,Attribution-NonCommercial-ShareAlike 3.0 International
16377,Public Domain / Sound Recording Common Law Protection
16390,Public Domain / Sound Recording Common Law Protection
16401,Public Domain / Sound Recording Common Law Protection
16422,Public Domain / Sound Recording Common Law Protection
16424,Public Domain / Sound Recording Common Law Protection
16539,Attribution-NonCommercial-ShareAlike 3.0 International
16602,Attribution-NonCommercial-ShareAlike 3.0 International
16607,Attribution-NonCommercial-ShareAlike 3.0 International
16692,Attribution-Noncommercial-Share Alike 2.0 Germany
16694,Attribution-Noncommercial-Share Alike 2.0 Germany
16704,Attribution-NonCommercial-ShareAlike 3.0 International
17409,Attribution-Noncommercial-Share Alike 3.0 United States
17579,Attribution-Noncommercial-Share Alike 3.0 United States
17588,Attribution-Noncommercial-Share Alike 3.0 United States
17590,Attribution-Noncommercial-Share Alike 3.0 United States
17829,Attribution-Noncommercial-Share Alike 3.0 United States
17923,Attribution-Noncommercial-Share Alike 3.0 United States
17990,Public Domain / Sound Recording Common Law Protection
17991,Public Domain / Sound Recording Common Law Protection
17996,Public Domain / Sound Recording Common Law Protection
18024,Public Domain / Sound Recording Common Law Protection
18400,Attribution-Noncommercial-Share Alike 3.0 United States
18582,Attribution-Noncommercial-Share Alike 3.0 United States
18615,Attribution-Noncommercial-Share Alike 3.0 United States
18617,Attribution-Noncommercial-Share Alike 3.0 United States
18618,Attribution-Noncommercial-Share Alike 3.0 United States
18619,Attribution-Noncommercial-Share Alike 3.0 United States
18783,Attribution-Noncommercial-Share Alike 3.0 United States
18784,Attribution-Noncommercial-Share Alike 3.0 United States
19237,Attribution-Noncommercial-Share Alike 3.0 United States
19284,Attribution-NonCommercial-ShareAlike 3.0 International
19397,Attribution-Noncommercial-Share Alike 3.0 United States
19441,Attribution-NonCommercial-ShareAlike 3.0 International
19635,Attribution
19759,Attribution-Noncommercial-Share Alike 3.0 United States
19761,Attribution-Noncommercial-Share Alike 3.0 United States
19975,Attribution-Noncommercial-Share Alike 3.0 United States
19976,Attribution-Noncommercial-Share Alike 3.0 United States
19979,Attribution-Noncommercial-Share Alike 3.0 United States
20018,Attribution-Noncommercial-Share Alike 3.0 United States
20019,Attribution-Noncommercial-Share Alike 3.0 United States
20024,Attribution-Noncommercial-Share Alike 3.0 United States
20030,Attribution-Noncommercial-Share Alike 3.0 United States
20038,Attribution-Noncommercial-Share Alike 3.0 United States
20090,CC0 1.0 Universal
20093,CC0 1.0 Universal
20095,CC0 1.0 Universal
20099,CC0 1.0 Universal
20100,CC0 1.0 Universal
20119,Attribution-Noncommercial-Share Alike 3.0 United States
20135,Public Domain / Sound Recording Common Law Protection
20138,Public Domain / Sound Recording Common Law Protection
20145,Public Domain / Sound Recording Common Law Protection
20155,Public Domain / Sound Recording Common Law Protection
20163,Public Domain / Sound Recording Common Law Protection
20203,Public Domain / Sound Recording Common Law Protection
20446,Attribution-Noncommercial-Share Alike 3.0 United States
20487,Attribution-NonCommercial-ShareAlike 3.0 International
20488,Attribution-NonCommercial-ShareAlike 3.0 International
20490,Attribution-NonCommercial-ShareAlike 3.0 International
20492,Attribution-NonCommercial-ShareAlike 3.0 International
20730,Public Domain / Sound Recording Common Law Protection
21130,Public Domain / Sound Recording Common Law Protection
21860,Attribution-Noncommercial-Share Alike 3.0 United States
22056,Attribution-Noncommercial-Share Alike 3.0 United States
22062,Attribution-Noncommercial-Share Alike 3.0 United States
22113,Attribution-Noncommercial-Share Alike 3.0 United States
22172,Attribution-Noncommercial-Share Alike 3.0 United States
22193,Attribution-Noncommercial-Share Alike 3.0 United States
22201,Attribution-Noncommercial-Share Alike 3.0 United States
22222,Attribution-Noncommercial-Share Alike 3.0 United States
22259,Attribution-Noncommercial-Share Alike 3.0 United States
22265,Attribution-Noncommercial-Share Alike 3.0 United States
22276,Attribution-Noncommercial-Share Alike 3.0 United States
22414,Attribution-Noncommercial-Share Alike 3.0 United States
22418,Attribution-Noncommercial-Share Alike 3.0 United States
22421,Attribution-Noncommercial-Share Alike 3.0 United States
22422,Attribution-Noncommercial-Share Alike 3.0 United States
22474,Attribution 3.0 United States
22478,Attribution 3.0 United States
22479,Attribution 3.0 United States
22481,Attribution 3.0 United States
22504,Attribution-NonCommercial-ShareAlike 3.0 International
22750,Attribution-Noncommercial-Share Alike 2.0 UK: England 
22960,Attribution-NonCommercial-ShareAlike 3.0 International
22968,Attribution-NonCommercial-ShareAlike 3.0 International
22974,Attribution-Noncommercial-Share Alike 3.0 United States
22997,Attribution-Noncommercial-Share Alike 3.0 United States
23039,Attribution-NonCommercial-ShareAlike 3.0 International
23060,Attribution-Noncommercial-Share Alike 3.0 United States
23900,Attribution-Noncommercial-Share Alike 3.0 United States
23909,Attribution-Noncommercial-Share Alike 3.0 United States
24918,Attribution-Noncommercial-Share Alike 3.0 United States
25142,Public Domain / Sound Recording Common Law Protection
25170,Public Domain / Sound Recording Common Law Protection
25172,Public Domain / Sound Recording Common Law Protection
25177,Public Domain / Sound Recording Common Law Protection
25664,Attribution-Noncommercial-Share Alike 2.0 UK: England 
25665,Attribution-Noncommercial-Share Alike 2.0 UK: England 
25890,Attribution-Noncommercial-Share Alike 3.0 United States
25891,Attribution-Noncommercial-Share Alike 3.0 United States
26173,Attribution-NonCommercial
26177,Attribution-NonCommercial
26574,Attribution
27438,Attribution-Noncommercial-Share Alike 3.0 United States
27547,Attribution-NonCommercial-ShareAlike 3.0 International
27555,Attribution-Noncommercial-Share Alike 3.0 United States
27560,Attribution-Noncommercial-Share Alike 3.0 United States
27790,Attribution-Noncommercial-Share Alike 3.0 United States
27795,Attribution-NonCommercial 3.0 International
27802,Attribution-NonCommercial 3.0 International
28030,Attribution-Noncommercial-Share Alike 3.0 United States
28035,Attribution-Noncommercial-Share Alike 3.0 United States
28227,Attribution-Noncommercial-Share Alike 3.0 United States
28318,Attribution-NonCommercial-ShareAlike 3.0 International
28444,Attribution-Noncommercial-Share Alike 3.0 United States
29048,Attribution-Noncommercial-Share Alike 3.0 United States
29271,Attribution-NonCommercial-ShareAlike 3.0 International
29336,Attribution-Noncommercial-Share Alike 3.0 United States
29338,Attribution-Noncommercial-Share Alike 3.0 United States
29341,Attribution-Noncommercial-Share Alike 3.0 United States
29342,Attribution-Noncommercial-Share Alike 3.0 United States
30044,Attribution-ShareAlike
30291,Attribution-NonCommercial-ShareAlike 3.0 International
30399,Attribution-Noncommercial-Share Alike 3.0 United States
30400,Attribution-Noncommercial-Share Alike 3.0 United States
30405,Attribution-Noncommercial-Share Alike 3.0 United States
30508,Attribution-Noncommercial-Share Alike 3.0 United States
31120,Public Domain / Sound Recording Common Law Protection
31131,Public Domain / Sound Recording Common Law Protection
31324,Attribution-Noncommercial-Share Alike 3.0 United States
31325,Attribution-Noncommercial-Share Alike 3.0 United States
31392,Attribution-Noncommercial 2.5 Switzerland
31742,Attribution-Noncommercial-Share Alike 3.0 United States
31766,Attribution-Noncommercial-Share Alike 3.0 United States
31801,Attribution-Noncommercial-Share Alike 3.0 United States
31809,Attribution-Noncommercial-Share Alike 3.0 United States
32224,Attribution-NonCommercial-ShareAlike 3.0 International
32303,Attribution-NonCommercial-ShareAlike 3.0 International
32330,Attribution-NonCommercial-ShareAlike 3.0 International
32333,Attribution-NonCommercial-ShareAlike 3.0 International
32806,Attribution-NonCommercial 3.0 International
33492,Attribution-Noncommercial-Share Alike 3.0 United States
33573,Attribution-Noncommercial-Share Alike 3.0 United States
34929,Attribution-Noncommercial-Share Alike 3.0 United States
35400,Attribution-Noncommercial-Share Alike 3.0 United States
35443,Attribution-NonCommercial-ShareAlike 3.0 International
35532,Attribution-ShareAlike 3.0 International
35535,Attribution-ShareAlike 3.0 International
35973,Attribution-Noncommercial-Share Alike 3.0 United States
36301,Attribution-Noncommercial-Share Alike 3.0 United States
36512,Attribution-Noncommercial-Share Alike 3.0 United States
37907,Creative Commons Attribution
37982,Attribution-NonCommercial 3.0 International
38421,Attribution-Noncommercial-Share Alike 3.0 United States
38567,Attribution-ShareAlike 3.0 International
38577,Attribution-ShareAlike 3.0 International
38928,Attribution-Noncommercial-Share Alike 3.0 United States
38958,Attribution-NonCommercial-ShareAlike 3.0 International
39117,Attribution-Noncommercial-Share Alike 3.0 United States
39296,Attribution-NonCommercial-ShareAlike 3.0 International
39332,Attribution-NonCommercial-ShareAlike 3.0 International
39336,Attribution-NonCommercial-ShareAlike 3.0 International
39338,Attribution-NonCommercial-ShareAlike 3.0 International
39654,Attribution-Noncommercial-Share Alike 3.0 United States
39657,Attribution-Noncommercial-Share Alike 3.0 United States
39747,Attribution-Noncommercial-Share Alike 3.0 United States
39847,Attribution-Noncommercial-Share Alike 3.0 United States
39857,Attribution-NonCommercial-ShareAlike 3.0 International
39928,Attribution-Noncommercial-Share Alike 3.0 United States
39940,Attribution-Noncommercial-Share Alike 3.0 United States
